session,year,country,sentence
44,1989,AFG,Aggression against Afghanistan and interference and intervention in its internal affairs have acquired new dimensions.
44,1989,AFG,"Putting an immediate end to interference and intervention in the internal affairs of Afghanistan, as clearly stipulated by the Agreements, can and must play a cardinal role in realizing peace."
44,1989,AFG,"These cases cover violations of every single provision of the Geneva document on non-interference and non-intervention, such as, among other things, the dismantling of bases, refraining from the dispatch of armed groups and the transfer of arms and not committing acts that would undermine the stability of the other high contracting party."
44,1989,AFG,"When the flames of war, aggression and intervention are still increasingly swallowing up lives and properties of the people of Afghanistan, any claim that the Geneva Agreements' provisions on non-interference and non-intervention are being implemented can obviously not be taken seriously."
44,1989,AFG,"Because of Pakistani aggression, interference and intervention, the Republic of Afghanistan came before the Security Council in April this year."
44,1989,AFG,If armed intervention and violation of the Agreements continue.
44,1989,BHS,"Clearly, the proposal poses both a challenge and a dilemma for, as the Prime Minister of the Bahamas recognized: ,The political implications and consequences of outside military intervention against drug kingpins in producing nations places those Governments in the untenable position of having to choose between accepting the help of a friend in waging an effective eradication war against a deadly enemy and risking its political mandate to govern as drug gangs exploit nationalist sentiments against big-Power intervention."
44,1989,LKA,"The threat to small States nay be an external one; more usually, it comes in the form of involvement or intervention in the internal affairs of small States."
44,1989,KNA,In that country the will of the people was thwarted and frustrated by the untimely intervention of the military in the election process.
44,1989,PAK,"In Kampuchea, as in Afghanistan, foreign military intervention resulted in the imposition of am illegal and unrepresentative regime."
44,1989,PAK,That failure was due primarily to the attempts by the regime in Kampuchea to legitimize the consequences of foreign military intervention.
44,1989,PER,"The evolution of world affairs has confirmed the validity of international principles that are part of an ever-changing legal reality that is now almost universal: the principles of non-intervention, self determination, the peaceful settlement of disputes and respect for treaties as the basis for peaceful coexistence."
44,1989,SYR,"With regard to the situation in Afghanistan we believe that there is a need to adhere faithfully and accurately to the terms of the Geneva Agreements without any interference or intervention in the internal affairs of Afghanistan, to preserve of its territorial integrity and non-aligned status, and to establish a government of national reconciliation which would represent all segments of the Afghan people."
36,1981,GRD,"In its continuing attempts to overthrow the Grenada revolution, the United States Administration is preparing to escalate its campaign against Grenada to the level of military intervention."
36,1981,HTI,"This armed intervention of a major Power adds to the unfortunately already long list of occupations of small countries by stronger ones under false pretexts, occupations which always meet with the stubborn resistance of the victims."
36,1981,SYC,"With regard to East Timor, both the General Assembly and the Security Council have already spoken out on the subject of the military intervention by Indonesian armed forces and have called so far, unfortunately, in vain for the prompt withdrawal, of those forces in order to enable the people of that territory freely to exercise their right to self-determination and independence in keeping with General Assembly resolution 3485 (XXX) and Security Council resolutions 384 (1975) and 389 (1976)."
36,1981,SYC,"That island, as you know, having been emptied of its population most of whom are still living in hovels, without employment by the colonial Government of the day, has now become the major strategic nuclear air and naval base and a crucial means of intervention in the region."
36,1981,QAT,"Similarly, the Korean question should be resolved through dialog' between the parties, without any interference or intervention whatsoever."
36,1981,MDV,intervention in internal affairs of independent nations.
36,1981,MDV,"As far as my Government is concerned, we perceive these acts of intervention with very grave concern, whether they are committed by a country in the West or in the East, and under any pretext."
36,1981,MDV,"We feel that while the idea itself is bad enough, the prevailing international atmosphere demonstrates a lack of confidence among the countries, in each other, thus confusing an already difficult situation where no steps could be taken to determine if such an intervention took place for the purpose of helping the Government of a country or for the purpose of domination."
36,1981,MDV,I shall only stress again our firm belief in the principles of the Charter of the United Nations which deplore interference or intervention in the internal! affairs of sovereign States and guide us to solve conflicts and issues through peaceful means.
36,1981,NZL,"Too often they have been made far worse by external pressure, intervention or military invasion."
36,1981,NZL,External intervention in Kampuchea has been flagrant.
36,1981,NZL,Instability in SouthEast Asia is paralleled in SouthWest Asia by military intervention and continuing hostilities in Afghanistan.
36,1981,BGD,"In a similar manner, peace can be secured in Afghanistan and Kampuchea by the withdrawal of all foreign troops from those countries, leaving their peoples free to determine their own destiny without external intervention in any form."
36,1981,DNK,The armed Vietnamese intervention in Kampuchea almost three years ago and the continued presence in that country of a large contingent of Vietnamese forces is a depressing example of persistent disregard of basic international principles.
36,1981,MYS,"Soviet intervention in Afghanistan, the Vietnamese intervention in Kampuchea, the Chinese incursion into Viet Nam, that of South Africa into Namibia and of Israel into Iraq and Lebanon provide only a few, but nevertheless glaring, examples of this, though more subtle interventions have taken place in other parts of the world."
36,1981,MEX,"From our point of view, the present crisis in relations between the superPowers can be traced to two recent causes: the armed intervention of the Soviet Union in Afghanistan; and the decision by NATO to install euro-missiles in response to the Soviet deployment of SS20 missiles."
36,1981,MEX,"We ask the leaders of the great Powers: when are you going to start genuine negotiations? The peoples of the world have a right to call upon them to stop the escalation of their verbal exchanges and fruitless polemics, to stop provoking each other, to stop the new and absurd arms race and, above all, to stop intervention or threats of interference in the internal affairs of other countries, in (lie name of the crusade that each of the superPowers has undertaken against the other; a right to call upon them to start immediate negotiations, to begin a dialog at the highest level, between the Governments of the United States and of the Soviet Union."
36,1981,MEX,"Thirdly, as President Lopez Portillo has said, the best proof of strength, representably and popular support for the El Salvador opposition is to be found precisely in the fact that the Government junta has felt constrained to call for foreign intervention in order to retain power, and other countries have felt obliged to respond favorably to that request."
36,1981,MEX,"We agree that the conflict in El Salvador must not be a repetition of the tragedy of the Spanish war that is why we urge a negotiated settlement but if that were to happen, Mexico, just as 40 years ago, would be opposed to foreign intervention and would be on the side of the true interests of the people."
36,1981,LAO,This bears a strong resemblance to past American intervention against Viet Nam and against Laos and Kampuchea.
36,1981,LAO,"In the face of such a policy of provocation, intimidation and intervention, Laos and the two other countries of IndoChina, which in the past as in the present have always fought shoulder to shoulder against common enemies, will continue to strengthen their cooperation and special ties of solidarity in defense of their independence and the building up of their respective countries in this new era."
36,1981,LAO,"No argument, even the pseudo-juridical argument of foreign intervention invoked by several Members of the Organization on a selective basis, can possibly justify this continued denial of the inalienable right of the People's Republic of Kampuchea to contribute to the work of the Organization."
36,1981,ZMB,"The major Powers seem powerless to block or put an end to the arms race, growing violence, armed intervention or aggression and violation of the sovereignty and territorial integrity of other States, domination of others, inequity and injustice in the world."
36,1981,ECU,"In that regard, I would point out that my country attaches the utmost importance to the strengthening of the principles of non-intervention, self-determination of peoples, the equality of States in law, ideological pluralism, repudiation of any form of racial discrimination, condemnation of colonialism and neocolonialism, respect for legally concluded agreements, rejection of any form of aggression, non-validity of territorial conquests obtained through the threat or use of force, and peaceful settlement of disputes."
36,1981,ECU,"My Government maintains that ""it is up to the Salvadorians alone to find a polity,,; and democratic solution to their problems, free from any kind of foreign intervention, either direct or indirect."
36,1981,PAN,"Moreover, we believe it is equally harmful for the peace and security of the whole region to resort to threats of reprisal or military intervention or economic retribution as ways of influencing the decisions of any State in the area."
36,1981,PAN,"This means that all types of outside intervention must cease, not only some of them, not only those of a certain origin or type or those intended to help a particular contender or group in the struggle."
36,1981,RUS,"It is necessary to condemn those actions, to demand that South Africa cease its armed intervention and to adopt international sanctions against it."
36,1981,JPN,"The core of the Kampuchean problem lies in the fact that foreign military intervention has led to the denial of the Kampuchean people's right of self-determination and that, as a result, SouthEast Asia's peace and security have been threatened and its stability and prosperity disrupted, 128."
36,1981,JPN,The Soviet military occupation of Afghanistan an armed intervention by foreign troops denying a nation its right of self-determination is an undisguised challenge to international justice and to the Charter of the United Nations.
36,1981,COL,"The independence and self-determination of peoples will be nothing but empty words devoid of content if real or veiled intervention and in some cases actions which openly violate international law by some countries in the internal affairs of others, shielded behind pretexts and artificial considerations, are yet part of a clear political design."
36,1981,COL,"We have reached such, extremes of complacent complicity and unpardonable leniency in the application of international norms that there are those who do not consider as flagrant intervention cases of economic, political and even military support for minority groups which at times violently challenge the legitimate existence of Governments that are supported by large majorities."
36,1981,COL,"Others, as if it were an insignificant matter, allege that the supply of arms and military training to extremist organizations or terrorist groups (which act in the broad area of subversion with the open and declared purpose of destabilizing democratically constituted Governments and imposing by force on other countries the systems and ideologies that exist in the countries that assist and finance) does not constitute intervention or damage the juridical structure, which was so difficult to build and which is now threatened with destruction by the indifference of those who should be the most concerned by its gradual disappearance."
36,1981,COL,"It also considers that the fate of the Territory should be determined by its inhabitants, without the intervention or support of foreign Powers, In keeping with this position, it considers that the Government of South Africa has an inescapable obligation to bring about the independence of Namibia and not put obstacles in the way of its legitimate claim to self-government."
36,1981,CPV,"In Latin America there still persist situations which are an open challenge to the principles and objectives of the United Nations, through the perpetuation of a policy of interference and intervention in the internal affairs of the States of that region."
36,1981,IRL,"My Government believes that any settlement must necessarily provide for the withdrawal of foreign troops and the creation of conditions in which the people of Afghanistan can determine their own form of government, free from outside intervention."
36,1981,IRL,"The right of every people to freedom from outside intervention applies too to Poland, a country for whose people we in Ireland have a special regard."
36,1981,IRL,"We believe that, in accordance with the provisions of the United Nations Charter and the Final Act of Helsinki, it is for the Polish people themselves to determine their own future without the threat of any intervention in their internal affairs."
36,1981,BTN,"As we have stated repeatedly in the past in this and other forums, we are opposed to interference and intervention in the affairs of sovereign States and the threat or use of force in international relations."
36,1981,DEU,"Yet and this is the disturbing part of it is not these problems that are the focal point of world politics and of world interests: the headlines of the international press tell us, rather, about an arms race and tensions between nations, about war, civil war and intervention."
36,1981,DEU,We condemn South Africa's intervention in An gola; the Republic of South Africa has taken a grave responsibility upon itself.
36,1981,DEU,My country stands side by side with the non aligned and Islamic countries in an effort to terminate the Soviet intervention in Afghanistan and to achieve a political solution which will restore to that sorely tried people self determination and independence and reestablish Afghanistan's status as a genuinely nonaligned State.
36,1981,DEU,The people of that region must be enabled to determine their own destiny free from direct or indirect intervention from outside.
36,1981,BFA,"The Upper Volta appeals to them to find a peaceful solution in full independence, that is to say, without foreign intervention."
36,1981,PER,"That situation was, however, resolved through the valuable intervention of the countries guaranteeing the PeruvianEcuadorian Protocol of Peace, Friendship and Frontiers of Rio de Janeiro and its complementary documents, still in force, which Peru and Ecuador solemnly signed in 1942."
36,1981,GAB,"I should like to state here that my country vehemently condemns foreign aggression and acts of intervention, of whatever form or on whatever pretext, which would threaten the integrity, independence and sovereignty of that State."
36,1981,HUN,The Government of the Hungarian People's Republic believes that the termination of outside intervention in the domestic affairs of Afghanistan is an indispensable prerequisite to the elimination of the dangerous situation around that country.
36,1981,VEN,"On behalf of that policy of force, interventions occur with the intention of imposing or maintaining given political regimes leaning towards one ideology or another, or intervention is threatened, to intimidate with the force of arms."
36,1981,VEN,"In Africa, racism and the intervention of diverse poles of power fuel the flames of violence."
36,1981,VEN,"First, the problems of Latin America should be solved by Latin Americans, without foreign interference, and without direct or indirect hemispheric or extra-hemispheric intervention."
36,1981,TUR,It was this anarchy and violence which prompted the military intervention of 12 September 1980.
36,1981,TUR,"Indeed, the Israeli intervention in Lebanon tremendously complicates the fragile and tenuous situation in that country."
36,1981,TUR,"However, the situation created by outside intervention in Afghanistan in breach of the Charter of the United Nations remains unchanged."
36,1981,TUR,The Kampuchean question requires a comprehensive political solution that would enable its people to choose their Government without coercion or intervention from outside.
36,1981,EGY,The continuation of foreign military intervention in the internal affairs of the people of Afghanistan constitutes a flagrant violation by a superPower of the sovereignty and independence of a small nonaligned country.
36,1981,EGY,Two years have elapsed since the Soviet intervention in Afghanistan.
36,1981,NLD,The continued Soviet military intervention in Afghanistan and the lack of implementation of the resolutions adopted by this Assembly on the situation in that country give the Netherlands Government cause for concern.
36,1981,NLD,We hope that the parties involved will accept the proposals made by the European Council to bring an end to foreign military intervention and to restore the independence and nonaligned status of that stricken country.
36,1981,MDG,"The new doctrine of a limited nuclear war, which is intended to make acceptable what is unthinkable, is accompanied by other decisions, such as those concerning the substantial and constant growth of military expenditures, the unilateral designation of so-called zones of vital interest, the extension of areas of intervention, not to mention such projects as the treaty of the southern Atlantic, in which the South African racist regime is the keystone."
36,1981,KWT,"The tendency to resort to the use of military force, or t* e threat of it, has increased substantially, to the extent that it has been coupled in some cases with military intervention and occupation."
36,1981,KWT,We believe that that Council will make an effective contribution to stability in the area and will help to prevent foreign intervention in issues which are the concern of the Gulf States alone.
36,1981,AUT,"The explosive situation in the Middle East and the prominence attached to the question of Afghanistan in world public opinion must not cause us to forget the tragedy of the Kampuchean people, who have suffered human rights violations on an inconceivable scale, and foreign military intervention as well."
36,1981,AUT,I hope that there too one of the most important principles of our Charter will be respected: the right of every people to determine its own future without outside intervention from any source whatsoever.
36,1981,PRY,"Accordingly, because my country has consistently defended the principle of non-intervention and the Assembly will recall the case of Nicaragua, which in 1979 was notable for Paraguay's single and solitary vote we repudiate any attempt at foreign interference in that tormented sister Republic."
36,1981,AFG,That armed aggression and other forms of intervention are being stirred up by United States imperialists and Chinese hegemonist quarters.
36,1981,AFG,United States intervention in the internal affairs of the Democratic Republic of Afghanistan is growing and intensifying.
36,1981,AFG,It was that intervention that prompted the Government of the Democratic Republic of Afghanistan to invite a limited contingent of Soviet troops to help the Afghan army repel the aggression.
36,1981,AFG,"Guided by the peaceful principles of its foreign policy and a sincere desire to defuse tension in the area and normalize relations with the neighboring countries, the Government of the Democratic Republic of Afghanistan put forward, in May 1980, a realistic Program for a political settlement of the situation concerning Afghanistan which is the result of the imperialist policy of intervention and aggression."
36,1981,GTM,"In the early years of this century, it was the shadow of the Monroe Doctrine that, in creating a monopoly in Central American intervention, was also given expression by the presence of Marines."
36,1981,GTM,"From that same experience we know that if transitory there are local forces that sympathize with an intervention, they soon show themselves for what they truly are: ephemeral and inconsequential in the national destiny of Central America."
36,1981,GTM,"The cessation of all intervention in the five countries of Central America would not end that violence altogether but it would give the peoples of Central America an opportunity to defend their national values and bring them to fulfillment and to achieve a just peace in keeping with our spiritual, social, political and economic needs."
36,1981,URY,"In defense of the principle of self-determination of peoples, Uruguay supports the right of the people of Namibia to achieve its independence and its own political system, without external intervention and within the framework guaranteed by the United Nations."
36,1981,URY,"Our country, which has a clear and unmistakable tradition of respect for the principle of nonintervention in the internal affairs of other States, has felt deeply concerned, and has said so publicly, at the acts of unjustified intervention originating in a statement which has caused a well-grounded reaction from a large number of Latin American countries, among them our own."
36,1981,URY,"We similarly reject the continuous intervention in the internal affairs of States on the part of the authorities and the official media of other countries, which improperly express their support or understanding for persons and groups who are attacking or have attacked their own homelands."
36,1981,URY,"In the field of natural resources, we regard as unquestionable the right of all States to share the natural resources of the planet to the extent of their needs and within a framework of a just balance, without discrimination, intervention or constraint of any kind."
36,1981,DJI,My Government has on many occasions denounced this foreign military intervention in Afghanistan as a flagrant violation of the Charter of the United Nations and as an act of aggression against human rights and the freedom of peoples.
36,1981,DJI,"In connection with the question of Kampuchea, the serious international consequences of the situation in that country have become a source of concern to my Government, which is opposed to foreign armed intervention and the presence of foreign forces in any country."
36,1981,SLV,"The road to the revitalization of the world Organization is not through intervention in the internal affairs of a State, or whatever pretext, because what is not permissible for any individual State is also prohibited for several or many States together, in accordance with the rule universally accepted in any code of international conduct that what concerns the institutional structure of a State or its future must be resolved exclusively by that State."
36,1981,LUX,"Why, I wonder, does the USSR persist in occupying an Afghanistan that is hostile to its ideological and expansionist designs? How many human and material resources are needed in the attempt to prove, in defiance of world public opinion, that intervention is ever justified? Apart from the fact that such interventions are contrary to the fundamental principles set forth in the Charter, such acts and interventions and here I am speaking on behalf of all the people of Luxembourg are contrary to the most elementary human rights."
36,1981,GIN,"The Guinean delegation, aware of the fact that any foreign maneuver or intervention can always endanger the independence and sovereignty of States, is firmly against any interference in the internal affairs of another."
36,1981,SDN,"The policy of intervention in the internal affairs of others and the recurrent resort to the use of force in international relations, precipitating armed conflicts in various parts of the world, reflect a."
36,1981,SDN,"Wisdom, rationality and mutual interest make it necessary for the peoples and States of the region to settle their disputes and use their wealth and resources for the true benefit of the peoples and to avoid being drawn into superPower conflicts, which usually involve foreign intervention and undermine national independence and sovereignty."
36,1981,SDN,"In the international sphere, our commitment to the principles of the settlement of international disputes by peaceful means prompted our repeated appeals for just political settlements that would end the war that has been going on for more than a year now between two brother countries, Iraq and Iran; for a peaceful solution to the question of Afghanistan, ending the foreign intervention there and enabling the Afghan people to enjoy its right to freedom, independence, sovereignty and nonalignment; for the peaceful reunification of Korea in accordance with the legitimate aspirations of its people; and for the solution of the problem of Cyprus in such a way as to safeguard that country's independence, unity and territorial integrity, 246."
36,1981,CUB,"It is imperialism, with its direct or indirect military intervention through reactionary regimes, which must assume the responsibility for the absence of peace in Central America."
36,1981,CUB,"Cuba supports the Government and the people of Panama in its struggle for the implementation of the agreements on the Canal and supports the Guatemalan people, which has risen up in arms against the cruel tyranny imposed on it since the United States intervention of 1954."
36,1981,CUB,"Such a solution should, in our opinion, entail the end of intervention and interference in the Democratic Republic of Afghanistan, together with the necessary international guarantees, and the creation of conditions permitting the normalization of relations among all States in the area on the basis of the principles and purposes of nonalignment."
36,1981,DZA,"The policy of spheres of influence, the doctrines of intervention based on a so-called vital interest, the installation or reactivation of military bases and the formation and deployment of armed forces for rapid intervention are all part of a firm desire to make the countries of the third world sites for the application of the global strategies directed fundamentally at the independence of those countries and their legitimate aspirations to peace."
36,1981,SWE,"The Soviet intervention in Afghanistan, the war between Iran and Iraq,, the terror and bloodshed in Iran, the conflict between Israel and the Arabs, the increased American and Soviet presence in the Indian Ocean, the arms flow to that region, the social and political unrest, the economic and strategic importance of the Middle East and Gulf region all these factors combine to make this part of the world a powder keg."
36,1981,SWE,"The Soviet armed intervention in Afghanistan continues, however, in open contempt both of massive world opinion and of the Charter."
36,1981,PRT,"The continuing situation in Afghanistan, where a Soviet intervention, persists in open violation of the Charter and in defiance of the condemnation of international public opinion and of the Assembly, constitutes clear evidence of a policy of expansion and of the ensuing risks to stability and international detente."
36,1981,PRT,I should now like to mention some of the problems that contribute to the worsening of Regional tensions and jeopardize the United Nations principles and capacity for effective intervention.
36,1981,PAK,"political settlement based on the immediate withdrawal of the foreign troops from Afghanistan; respect for its sovereignty, national independence, territorial integrity and nonaligned character; the right of the Afghan people to choose their own economic, political and social system free from outside intervention or coercion, and the right of the Afghan refugees to return to their homes in safety and honour."
36,1981,PAK,"There is a parallel situation in Kampuchea, where external military intervention has also taken place in violation of the fundamental principles of the Charter of the United Nations."
36,1981,BHR,"The rejection by the leaders of the region of any foreign intervention, whatever its source or nature, reaffirmed the determination of those States to resist all endeavors to link the region to international conflicts that are inconsistent with the principles of nonalignment and the Charter of the United Nations."
36,1981,THA,"In Afghanistan, the situation directly involves a major Power, because of its armed intervention and occupation of that country, which has in turn resulted in increasing tension and rivalry."
36,1981,THA,"The Conference emphasized that Kampuchea, like all other countries, has the right to be independent and sovereign, free from any external threat or armed intervention, free to pursue its own development and a better life for its people in an environment of peace, stability and full respect for human rights."
36,1981,ETH,"Furthermore, a new era of peace and stability cannot be ushered in by the rearming of a belligerent State and the establishment of military bases, or by the deployment of a rapid intervention force in that country."
36,1981,ETH,"The massive military buildup, the stockpiling and deployment of nuclear weapons, the acquisition of new military bases and the expansion of existing ones, the formation of rapid intervention forces, interference in the internal affairs of States, the use or threat of force and provocative military maneuvers characterize the present international scene."
36,1981,SUR,"While we reject any form of intervention in the internal affairs of States, it is obvious that the direct involvement of superPowers in these unlawful acts bears serious implications for international peace and security."
36,1981,ISL,"I condemn in the strongest terms this military intervention and call for the immediate and total withdrawal of all foreign military forces, just as I support wholeheartedly the demand for total withdrawal of all Vietnamese invasion forces from Kampuchea where a war torn nation should be allowed to organize free elections."
36,1981,KEN,I say this because in the past many problems have been made more complex or more intractable by external intervention.
36,1981,IDN,"In this regard, we laud the efforts of the SecretaryGeneral, his Special Representative and other parties, as well as the constructive attitude shown by Pakistan, to facilitate negotiations to achieve a political solution and ensure that the Afghan people will be able to determine their own destiny free from foreign intervention and interference."
36,1981,NPL,We have repeatedly stated our view that armed intervention in both those countries was a clear violation of the principles of the Charter of the United Nations.
36,1981,NPL,"We cannot accept any justification for armed intervention, nor do we recognize the situation created by such intervention."
36,1981,ESP,"Almost two years after the invasion there is no glimmer of a solution to that foreign armed intervention, which we have repeatedly condemned."
36,1981,VNM,The Latin American continent is now the theater of a vast movement of opposition to the policy of intervention and destabilization by the United States.
36,1981,VNM,"At present, in order to restore peace and stability in SouthEast Asia it is necessary to put an end to the policy of intervention, aggression, and threats of war pursued by the Chinese hegemonists in collusion with imperialists and other reactionaries in opposition to the independence, sovereignty and security of the countries of the region."
36,1981,VNM,"The Vietnamese people is determined to fight, shoulder to shoulder with the peoples of Laos and Kampuchea, to defeat the Peking leaders' policy of intervention and aggression against the three countries of Indo-China."
36,1981,VNM,"The Declaration of the Conference of Ministers for Foreign Affairs of NonAligned Countries [see A/36/J16 and Corn 1, annex], held at New Delhi in February 1981 did not endorse the idea of convening an international conference on Kampuchea but called on all the States of the region to engage in a dialog that might lead to a settlement of their differences and to the establishment of lasting peace and stability in the region and to the elimination of interference and the threat of intervention by outside Powers."
36,1981,CIV,"Recalling the principle of respect for the sovereignty and territorial integrity of all States and the right of peoples to self-determination and, in particular, to decide their own form of government and to choose their own economic, political and social system without intervention, subversion, coercion or constraint from outside in whatever form, the General Assembly requested the immediate withdrawal of foreign troops from Afghanistan [resolution ES-6/2 ]."
36,1981,CIV,"To be sure, this market is effectively free of any State intervention."
36,1981,PNG,"Similarly, Papua New Guinea continues to deplore the intervention of foreign forces in Kampuchea and will maintain its position of not recognizing Heng Samrin regime installed by the Vietnamese."
36,1981,OMN,"If we look for the root causes of the strained and deteriorating conditions prevailing in these areas, we shall find that most of the causes are linked to non-compliance with the principle of non-intervention in the internal affairs of others and respect for the sovereignty and independence of States."
36,1981,OMN,"The armed foreign intervention still continues, the foreign troops in Kampuchea have not yet been withdrawn and the economic, social and humanitarian problems that have resulted from this situation are becoming even more acute."
36,1981,OMN,"We also observe attempts at foreign intervention in many regions, including the Horn of Africa and Chad, to mention only two."
36,1981,NIC,"1979: The United States Secretary of State, at the Seventeenth Meeting of Consultation of the Ministers for Foreign Affairs of the Organization of American States, requested military intervention in Nicaragua to frustrate the Sandinist people's success."
36,1981,NIC,"The just war being waged by the heroic people of El Salvador demands a true solution, one that cannot be obtained through election^ based on bloodshed, one that cannot be obtained through paramilitary groups, one that cannot be obtained through ever greater intervention by the United States, one that cannot be obtained through genocide."
36,1981,NIC,"That is why we are directly addressing the Government of the United States and asking it to cease its military intervention in El Salvador, since that intervention runs counter to the interests of the Salvadorian and American peoples and endangers peace and security in Central America."
36,1981,AGO,"More and more they have resorted to the use of force, military intervention, occupation and interference, in flagrant violation of the Charter of the United Nations and international law."
36,1981,ZWE,Zimbabwe strongly believes that it is the right of every sovereign nation to settle its internal affairs without outside intervention and interference.
36,1981,ZWE,"On the Korean peninsula, external intervention and interference have taken the following main forms: a massive foreign military buildup in the South and foreign propaganda geared towards the throttling of any positive move towards the reunification of Korea."
36,1981,SOM,"As we review current world events, our attention is drawn to the deteriorating international climate, characterized as it is by persistent armed intervention, interState conflicts, political and economic upheavals and a worsening international refugee situation."
36,1981,SOM,"Local conflicts that could have been resolved amicably between the States and peoples concerned have been deliberately escalated in order to preempt that possibility and instead allow for direct foreign military intervention, heightened tension and dangerous confrontation."
36,1981,SOM,"The crises and conflicts in various areas of the world continue to be engendered by foreign intervention, military occupation and denial of the right to self-determination and independence, all of which conflict with fundamental principles of the Charter."
36,1981,SOM,"My Government deeply regrets the existing situation in Afghanistan brought about by superPower military intervention in the affairs of a third-world nonaligned country, in contravention of international law and morality."
36,1981,CAN,"Is it possible that in the last 20 years the nature of EastWest tension has changed because the Soviet Union is today a military super-Power with a capability of intervention which ranges far and wide? This capability can constitute a threat to world peace as well as to the non alignment of countries as long as it is the instrument, in Afghanistan as well as in Kampuchea, of cynical real politik."
36,1981,BRA,"We are proud of the values we have forged from our rich historical experience, in which the defense of the principle of non-intervention is outstanding."
36,1981,BRA,"Brazil views the situation in EI Salvador, as well as in any other part of Latin America, in the same spirit of full respect for the principle of non-intervention."
36,1981,BRA,We are opposed to the violation of the principles of non-intervention and the self-determination of peoples.
36,1981,BRA,We are equally in opposition to the manipulation of domestic political conditions in a country in order to create a facade of legitimacy for acts which amount to foreign intervention.
36,1981,BOL,"Throughout its history Bolivia has learned the painful lessons of aggression and injustice, and we would once again repeat our adherence to the inviolable principles of sovereignty, independence, self-determination, non-intervention and the territorial integrity of States."
36,1981,BOL,"Obviously, agreements governing regional and sub-regional integration, negotiated in the light of the development needs of our peoples, must not be subject to Ideological deviations which contradict the principles of pluralism and non-intervention in the internal affairs of States, so necessary to proper International coexistence."
36,1981,MLT,"Detente has withered as a result of a multiplicity of factors, not least through foreign military intervention in Afghanistan."
36,1981,MLT,"Similarly, the consequences of the illegal, foreign, armed intervention in sensitive areas such as Cyprus, Kampuchea and Afghanistan continue to complicate and retard the prospects of indigenous, democratic progress, free from outside interference."
36,1981,YMD,Many States and peoples have been subjected to the dangers of aggression and flagrant intervention in their internal affairs.
36,1981,GBR,The members of the European Community support any efforts which will bring foreign intervention in Afghanistan to an end and allow that country to return to its traditional independence and nonaligned status.
36,1981,MNG,"In aspiring to world leadership, the United States has taken to arbitrarily declaring various regions of the world as spheres of its ""vital interest"", that is, turning them into targets of direct interference and armed intervention."
36,1981,CHL,Chile is opposed to foreign intervention in the internal affairs of those countries.
36,1981,IND,India has consistently expressed its disapproval of all kinds of outside intervention and interference in any country.
36,1981,IND,The interference and intervention of outside Powers in the region have exacerbated tensions and must be eliminated.
36,1981,LKA,A process of moral or judicial intervention before confrontations erupt could help to eliminate the causes of friction or at least to buy time in which the political environment could change.
36,1981,CRI,"We are concerned therefore that treaties of friendship, cooperation and good-neighborliness can overnight become tools of aggression, invasion and intervention in the affairs of a sovereign State."
31,1976,GIN,"With regard to Korea, the Republic of Guinea will at any time welcome with satisfaction any peaceful solution which could permit the unification of this country according to the freely expressed will of the entire Korean people, without any foreign intervention."
31,1976,URY,"With regard to the international aspects, my Government rejects beforehand and with equal resoluteness the use of any mechanisms in this connexion aimed at interfering in its domestic political processes or favoring the forces of subversion and intervention under the pretext of protecting human rights."
31,1976,URY,"In the context of these various aspects which I have just mentioned it is quite clear in the world of today, and perhaps more now than ever before, that the maintenance of international peace and security depends basically on full respect of the principle of non-intervention and rejection of the use of any coercive measure, including economic measures, which would tend to induce any State, unlawfully, to adopt a given political conduct."
31,1976,KHM,"It was the victory of the policy of independence, peace and non-alignment against the policy of domination, oppression, exploitation, intervention and aggression."
31,1976,KHM,"Although they have been the victims of aggression, domination and subjugation for so many centuries and although a large area of their national territory was amputated, our people have no feeling of contempt or hostility or any ambitious designs of intervention, aggression or expansion with regard to any people or any country."
31,1976,KHM,It opposes the establishment of foreign military bases on its territory and all forms of intervention and interference in its internal affairs.
31,1976,KHM,It scrupulously respects the sovereign right of every country to decide itself on its own business without any foreign intervention.
31,1976,KHM,"The problem of Korea can only be solved in accordance with resolution 3390 B (XXX), that is to say, by a cessation of intervention and aggression by the United States in Korea, the total withdrawal from South Korea of American troops and their military equipment, including nuclear weapons, the dissolution of the so-called ""United Nations High Command"" and the transformation of the temporary armistice into a peace agreement."
31,1976,KHM,"Thirdly, Taiwan has not yet been reintegrated with its mother country because of the intervention and military occupation of the United States, which has lasted for more than 27 years."
31,1976,USA,We have been disturbed by the continuing accumulation of Soviet armaments and by recent instances of military intervention to tip the scales in local conflicts in distant continents.
31,1976,USA,"As for the United States, we have become convinced that our values and our interests are best served by an Africa seeking its own destiny, free of outside intervention."
31,1976,PAN,Now I should like to refer to the problem of non-intervention in the internal affairs of other States.
31,1976,PAN,"Henry Kissinger, the Secretary of State of the United States, in his speech before this forum filth meeting] rightly insisted on the danger of armed intervention to economic and social progress and, above all, to world peace."
31,1976,PAN,"He was, in fact, speaking of military forces exclusively in the immediate, obvious and violent form of intervention."
31,1976,PAN,"My country believes that the principle of non-intervention should be extended to all forms of intervention, regardless of semantic disguise, because there are other forms of intervention-far more effective than the armed variety that are carried out surreptitiously at economic and social levels."
31,1976,PAN,"We must therefore insist on the validity of the principle of non-intervention not only when it refers to aimed struggle in southern Africa, in the."
